EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 01-01-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 HU   : humidity in 1 %
23-27 Q_HU : Quality code for HU (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SPAIN, VALENCIA (STAID: 237).
Blended and updated with sources: 101026 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   HU, Q_HU
101026,19560826,   76,    0
101026,19560827,   62,    0
101026,19560828,   52,    0
101026,19560829,   65,    0
101026,19560830,   66,    0
101026,19560831,   78,    0
101026,19560901,   60,    0
101026,19560902,   38,    0
101026,19560903,   54,    0
101026,19560904,   69,    0
101026,19560905,   78,    0
101026,19560906,   64,    0
101026,19560907,   78,    0
101026,19560908,   87,    0
101026,19560909,   72,    0
101026,19560910,   58,    0
101026,19560911,   78,    0
101026,19560912,   72,    0
101026,19560913,   74,    0
101026,19560914,   88,    0
101026,19560915,   84,    0
101026,19560916,   81,    0
101026,19560917,   80,    0
101026,19560918,   76,    0
101026,19560919,   74,    0
101026,19560920,   84,    0
101026,19560921,   84,    0
101026,19560922,   86,    0
101026,19560923,   87,    0
101026,19560924,   78,    0
101026,19560925,   62,    0
101026,19560926,   58,    0
101026,19560927,   61,    0
101026,19560928,   74,    0
101026,19560929,   80,    0
101026,19560930,   86,    0
101026,19561001,   84,    0
101026,19561002,   82,    0
101026,19561003,   79,    0
101026,19561004,   76,    0
101026,19561005,   80,    0
101026,19561006,   52,    0
101026,19561007,   60,    0
101026,19561008,   71,    0
101026,19561009,   83,    0
101026,19561010,   94,    0
101026,19561011,   78,    0
101026,19561012,   86,    0
101026,19561013,   78,    0
101026,19561014,   83,    0
101026,19561015,   87,    0
101026,19561016,   87,    0
101026,19561017,   88,    0
101026,19561018,   84,    0
101026,19561019,   82,    0
101026,19561020,   84,    0
101026,19561021,   82,    0
101026,19561022,   92,    0
101026,19561023,   90,    0
101026,19561024,   91,    0
101026,19561025,   84,    0
101026,19561026,   50,    0
101026,19561027,   46,    0
101026,19561028,   50,    0
101026,19561029,   58,    0
101026,19561030,   62,    0
101026,19561031,   70,    0
101026,19561101,   71,    0
101026,19561102,   66,    0
101026,19561103,   66,    0
101026,19561104,   67,    0
101026,19561105,   76,    0
101026,19561106,   80,    0
101026,19561107,   80,    0
101026,19561108,   84,    0
101026,19561109,   80,    0
101026,19561110,   84,    0
101026,19561111,   82,    0
101026,19561112,   66,    0
101026,19561113,   47,    0
101026,19561114,   62,    0
101026,19561115,   65,    0
101026,19561116,   60,    0
101026,19561117,   91,    0
101026,19561118,   84,    0
101026,19561119,   88,    0
101026,19561120,   85,    0
101026,19561121,   86,    0
101026,19561122,   69,    0
101026,19561123,   54,    0
101026,19561124,   78,    0
101026,19561125,   79,    0
101026,19561126,   78,    0
101026,19561127,   81,    0
101026,19561128,   75,    0
101026,19561129,   60,    0
101026,19561130,   62,    0
101026,19561201,   54,    0
101026,19561202,   54,    0
101026,19561203,   64,    0
101026,19561204,   72,    0
101026,19561205,   76,    0
101026,19561206,   82,    0
101026,19561207,   78,    0
101026,19561208,   79,    0
101026,19561209,   79,    0
101026,19561210,   78,    0
101026,19561211,   80,    0
101026,19561212,   74,    0
101026,19561213,   77,    0
101026,19561214,   85,    0
101026,19561215,   86,    0
101026,19561216,   83,    0
101026,19561217,   90,    0
101026,19561218,   87,    0
101026,19561219,   85,    0
101026,19561220,   81,    0
101026,19561221,   80,    0
101026,19561222,   89,    0
101026,19561223,   66,    0
101026,19561224,   66,    0
101026,19561225,   62,    0
101026,19561226,   74,    0
101026,19561227,   79,    0
101026,19561228,   82,    0
101026,19561229,   67,    0
101026,19561230,   71,    0
101026,19561231,   80,    0
101026,19570101,   79,    0
101026,19570102,   77,    0
101026,19570103,   59,    0
101026,19570104,   74,    0
101026,19570105,   74,    0
101026,19570106,   78,    0
101026,19570107,   90,    0
101026,19570108,   82,    0
101026,19570109,   87,    0
101026,19570110,   80,    0
101026,19570111,   81,    0
101026,19570112,   80,    0
101026,19570113,   60,    0
101026,19570114,   55,    0
101026,19570115,   58,    0
101026,19570116,   62,    0
101026,19570117,   68,    0
101026,19570118,   85,    0
101026,19570119,   96,    0
101026,19570120,   78,    0
101026,19570121,   83,    0
101026,19570122,   81,    0
101026,19570123,   71,    0
101026,19570124,   75,    0
101026,19570125,   62,    0
101026,19570126,   51,    0
101026,19570127,   80,    0
101026,19570128,   82,    0
101026,19570129,   77,    0
101026,19570130,   76,    0
101026,19570131,   75,    0
101026,19570201,   70,    0
101026,19570202,   88,    0
101026,19570203,   84,    0
101026,19570204,   78,    0
101026,19570205,   90,    0
101026,19570206,   64,    0
101026,19570207,   66,    0
101026,19570208,   55,    0
101026,19570209,   56,    0
101026,19570210,   56,    0
101026,19570211,   56,    0
101026,19570212,   50,    0
101026,19570213,   51,    0
101026,19570214,   50,    0
101026,19570215,   63,    0
101026,19570216,   51,    0
101026,19570217,   78,    0
101026,19570218,   49,    0
101026,19570219,   63,    0
101026,19570220,   64,    0
101026,19570221,   77,    0
101026,19570222,   66,    0
101026,19570223,   58,    0
101026,19570224,   66,    0
101026,19570225,   73,    0
101026,19570226,   88,    0
101026,19570227,   83,    0
101026,19570228,   81,    0
101026,19570301,   81,    0
101026,19570302,   80,    0
101026,19570303,   78,    0
101026,19570304,   79,    0
101026,19570305,   80,    0
101026,19570306,   62,    0
101026,19570307,   51,    0
101026,19570308,   63,    0
101026,19570309,   68,    0
101026,19570310,   82,    0
101026,19570311,   78,    0
101026,19570312,   82,    0
101026,19570313,   80,    0
101026,19570314,   70,    0
101026,19570315,   72,    0
101026,19570316,   60,    0
101026,19570317,   73,    0
101026,19570318,   84,    0
101026,19570319,   89,    0
101026,19570320,   92,    0
101026,19570321,   85,    0
101026,19570322,   76,    0
101026,19570323,   60,    0
101026,19570324,   58,    0
101026,19570325,   69,    0
101026,19570326,   77,    0
101026,19570327,   75,    0
101026,19570328,   75,    0
101026,19570329,   80,    0
101026,19570330,   79,    0
101026,19570331,   69,    0
101026,19570401,   50,    0
101026,19570402,   56,    0
101026,19570403,   57,    0
101026,19570404,   70,    0
101026,19570405,   74,    0
101026,19570406,   81,    0
101026,19570407,   74,    0
101026,19570408,   72,    0
101026,19570409,   73,    0
101026,19570410,   66,    0
101026,19570411,   53,    0
101026,19570412,   66,    0
101026,19570413,   63,    0
101026,19570414,   60,    0
101026,19570415,   49,    0
101026,19570416,   67,    0
101026,19570417,   66,    0
101026,19570418,   73,    0
101026,19570419,   58,    0
101026,19570420,   70,    0
101026,19570421,   67,    0
101026,19570422,   83,    0
101026,19570423,   71,    0
101026,19570424,   74,    0
101026,19570425,   72,    0
101026,19570426,   84,    0
101026,19570427,   68,    0
101026,19570428,   71,    0
101026,19570429,   74,    0
101026,19570430,   70,    0
101026,19570501,   80,    0
101026,19570502,   67,    0
101026,19570503,   69,    0
101026,19570504,   73,    0
101026,19570505,   88,    0
101026,19570506,   70,    0
101026,19570507,   70,    0
101026,19570508,   72,    0
101026,19570509,   78,    0
101026,19570510,   88,    0
101026,19570511,   73,    0
101026,19570512,   52,    0
101026,19570513,   58,    0
101026,19570514,   67,    0
101026,19570515,   73,    0
101026,19570516,   82,    0
101026,19570517,   63,    0
101026,19570518,   76,    0
101026,19570519,   70,    0
101026,19570520,   60,    0
101026,19570521,   64,    0
101026,19570522,   68,    0
101026,19570523,   80,    0
101026,19570524,   66,    0
101026,19570525,   60,    0
101026,19570526,   69,    0
101026,19570527,   83,    0
101026,19570528,   79,    0
101026,19570529,   86,    0
101026,19570530,   76,    0
101026,19570531,   84,    0
101026,19570601,   88,    0
101026,19570602,   75,    0
101026,19570603,   66,    0
101026,19570604,   53,    0
101026,19570605,   65,    0
101026,19570606,   76,    0
101026,19570607,   77,    0
101026,19570608,   70,    0
101026,19570609,   65,    0
101026,19570610,   62,    0
101026,19570611,   43,    0
101026,19570612,   54,    0
101026,19570613,   54,    0
101026,19570614,   80,    0
101026,19570615,   86,    0
101026,19570616,   82,    0
101026,19570617,   81,    0
101026,19570618,   83,    0
101026,19570619,   85,    0
101026,19570620,   78,    0
101026,19570621,   82,    0
101026,19570622,   86,    0
101026,19570623,   84,    0
101026,19570624,   65,    0
101026,19570625,   69,    0
101026,19570626,   78,    0
101026,19570627,   72,    0
101026,19570628,   77,    0
101026,19570629,   72,    0
101026,19570630,   77,    0
101026,19570701,   73,    0
101026,19570702,   76,    0
101026,19570703,   82,    0
101026,19570704,   86,    0
101026,19570705,   82,    0
101026,19570706,   78,    0
101026,19570707,   77,    0
101026,19570708,   81,    0
101026,19570709,   76,    0
101026,19570710,   82,    0
101026,19570711,   72,    0
101026,19570712,   73,    0
101026,19570713,   80,    0
101026,19570714,   80,    0
101026,19570715,   66,    0
101026,19570716,   74,    0
101026,19570717,   73,    0
101026,19570718,   74,    0
101026,19570719,   72,    0
101026,19570720,   71,    0
101026,19570721,   74,    0
101026,19570722,   58,    0
101026,19570723,   61,    0
101026,19570724,   64,    0
101026,19570725,   68,    0
101026,19570726,   62,    0
101026,19570727,   71,    0
101026,19570728,   80,    0
101026,19570729,   83,    0
101026,19570730,   78,    0
101026,19570731,   78,    0
101026,19570801,   73,    0
101026,19570802,   77,    0
101026,19570803,   78,    0
101026,19570804,   76,    0
101026,19570805,   84,    0
101026,19570806,   84,    0
101026,19570807,   84,    0
101026,19570808,   75,    0
101026,19570809,   34,    0
101026,19570810,   44,    0
101026,19570811,   68,    0
101026,19570812,   81,    0
101026,19570813,   73,    0
101026,19570814,   73,    0
101026,19570815,   77,    0
101026,19570816,   77,    0
101026,19570817,   78,    0
101026,19570818,   76,    0
101026,19570819,   71,    0
101026,19570820,   76,    0
101026,19570821,   72,    0
101026,19570822,   72,    0
101026,19570823,   82,    0
101026,19570824,   84,    0
101026,19570825,   80,    0
101026,19570826,   81,    0
101026,19570827,   90,    0
101026,19570828,   85,    0
101026,19570829,   83,    0
101026,19570830,   86,    0
101026,19570831,   85,    0
101026,19570901,   86,    0
101026,19570902,   84,    0
101026,19570903,   85,    0
101026,19570904,   76,    0
101026,19570905,   85,    0
101026,19570906,   88,    0
101026,19570907,   90,    0
101026,19570908,   88,    0
101026,19570909,   82,    0
101026,19570910,   84,    0
101026,19570911,   84,    0
101026,19570912,   80,    0
101026,19570913,   82,    0
101026,19570914,   80,    0
101026,19570915,   57,    0
101026,19570916,   80,    0
101026,19570917,   82,    0
101026,19570918,   80,    0
101026,19570919,   84,    0
101026,19570920,   82,    0
101026,19570921,   68,    0
101026,19570922,   77,    0
101026,19570923,   80,    0
101026,19570924,   78,    0
101026,19570925,   83,    0
101026,19570926,   81,    0
101026,19570927,   71,    0
101026,19570928,   83,    0
101026,19570929,   84,    0
101026,19570930,   88,    0
101026,19571001,   93,    0
101026,19571002,   80,    0
101026,19571003,   84,    0
101026,19571004,   85,    0
101026,19571005,   79,    0
101026,19571006,   79,    0
101026,19571007,   80,    0
101026,19571008,   88,    0
101026,19571009,   82,    0
101026,19571010,   87,    0
101026,19571011,   87,    0
101026,19571012,   90,    0
101026,19571013,   92,    0
101026,19571014,   94,    0
101026,19571015,   90,    0
101026,19571016,   93,    0
101026,19571017,   88,    0
101026,19571018,   88,    0
101026,19571019,   92,    0
101026,19571020,   94,    0
101026,19571021,   82,    0
101026,19571022,   69,    0
101026,19571023,   57,    0
101026,19571024,   70,    0
101026,19571025,   76,    0
101026,19571026,   84,    0
101026,19571027,   84,    0
101026,19571028,   85,    0
101026,19571029,   84,    0
101026,19571030,   85,    0
101026,19571031,   88,    0
101026,19571101,   84,    0
101026,19571102,   89,    0
101026,19571103,   74,    0
101026,19571104,   62,    0
101026,19571105,   66,    0
101026,19571106,   66,    0
101026,19571107,   60,    0
101026,19571108,   81,    0
101026,19571109,   79,    0
101026,19571110,   52,    0
101026,19571111,   65,    0
101026,19571112,   75,    0
101026,19571113,   79,    0
101026,19571114,   90,    0
101026,19571115,   84,    0
101026,19571116,   72,    0
101026,19571117,   82,    0
101026,19571118,   84,    0
101026,19571119,   78,    0
101026,19571120,   78,    0
101026,19571121,   77,    0
101026,19571122,   82,    0
101026,19571123,   79,    0
101026,19571124,   84,    0
101026,19571125,   75,    0
101026,19571126,   86,    0
101026,19571127,   87,    0
101026,19571128,   80,    0
101026,19571129,   79,    0
101026,19571130,   73,    0
101026,19571201,   82,    0
101026,19571202,   85,    0
101026,19571203,   80,    0
101026,19571204,   85,    0
101026,19571205,   80,    0
101026,19571206,   78,    0
101026,19571207,   80,    0
101026,19571208,   66,    0
101026,19571209,   62,    0
101026,19571210,   72,    0
101026,19571211,   72,    0
101026,19571212,   67,    0
101026,19571213,   65,    0
101026,19571214,   59,    0
101026,19571215,   66,    0
101026,19571216,   62,    0
101026,19571217,   58,    0
101026,19571218,   67,    0
101026,19571219,   66,    0
101026,19571220,   79,    0
101026,19571221,   85,    0
101026,19571222,   84,    0
101026,19571223,   69,    0
101026,19571224,   74,    0
101026,19571225,   68,    0
101026,19571226,   79,    0
101026,19571227,   76,    0
101026,19571228,   72,    0
101026,19571229,   60,    0
101026,19571230,   78,    0
101026,19571231,   73,    0
101026,19580101,   69,    0
101026,19580102,   65,    0
101026,19580103,   74,    0
101026,19580104,   88,    0
101026,19580105,   75,    0
101026,19580106,   61,    0
101026,19580107,   60,    0
101026,19580108,   65,    0
101026,19580109,   78,    0
101026,19580110,   64,    0
101026,19580111,   44,    0
101026,19580112,   41,    0
101026,19580113,   36,    0
101026,19580114,   47,    0
101026,19580115,   61,    0
101026,19580116,   68,    0
101026,19580117,   55,    0
101026,19580118,   68,    0
101026,19580119,   74,    0
101026,19580120,   50,    0
101026,19580121,   60,    0
101026,19580122,   60,    0
101026,19580123,   54,    0
101026,19580124,   57,    0
101026,19580125,   52,    0
101026,19580126,   83,    0
101026,19580127,   89,    0
101026,19580128,   94,    0
101026,19580129,   92,    0
101026,19580130,   83,    0
101026,19580131,   76,    0
101026,19580201,   88,    0
101026,19580202,   93,    0
101026,19580203,   87,    0
101026,19580204,   80,    0
101026,19580205,   85,    0
101026,19580206,   77,    0
101026,19580207,   70,    0
101026,19580208,   71,    0
101026,19580209,   70,    0
101026,19580210,   84,    0
101026,19580211,   57,    0
101026,19580212,   78,    0
101026,19580213,   85,    0
101026,19580214,   90,    0
101026,19580215,   88,    0
101026,19580216,   90,    0
101026,19580217,   70,    0
101026,19580218,   62,    0
101026,19580219,   55,    0
101026,19580220,   70,    0
101026,19580221,   70,    0
101026,19580222,   71,    0
101026,19580223,   66,    0
101026,19580224,   54,    0
101026,19580225,   54,    0
101026,19580226,   35,    0
101026,19580227,   34,    0
101026,19580228,   37,    0
101026,19580301,   43,    0
101026,19580302,   51,    0
101026,19580303,   60,    0
101026,19580304,   68,    0
101026,19580305,   70,    0
101026,19580306,   74,    0
101026,19580307,   71,    0
101026,19580308,   65,    0
101026,19580309,   46,    0
101026,19580310,   44,    0
101026,19580311,   40,    0
101026,19580312,   48,    0
101026,19580313,   44,    0
101026,19580314,   48,    0
101026,19580315,   49,    0
101026,19580316,   70,    0
101026,19580317,   52,    0
101026,19580318,   51,    0
101026,19580319,   48,    0
101026,19580320,   54,    0
101026,19580321,   59,    0
101026,19580322,   82,    0
101026,19580323,   92,    0
101026,19580324,   91,    0
101026,19580325,   66,    0
101026,19580326,   67,    0
101026,19580327,   52,    0
101026,19580328,   57,    0
101026,19580329,   60,    0
101026,19580330,   51,    0
101026,19580331,   69,    0
101026,19580401,   60,    0
101026,19580402,   67,    0
101026,19580403,   61,    0
101026,19580404,   60,    0
101026,19580405,   61,    0
101026,19580406,   48,    0
101026,19580407,   65,    0
101026,19580408,   52,    0
101026,19580409,   49,    0
101026,19580410,   68,    0
101026,19580411,   78,    0
101026,19580412,   83,    0
101026,19580413,   79,    0
101026,19580414,   66,    0
101026,19580415,   53,    0
101026,19580416,   42,    0
101026,19580417,   39,    0
101026,19580418,   52,    0
101026,19580419,   64,    0
101026,19580420,   85,    0
101026,19580421,   83,    0
101026,19580422,   77,    0
101026,19580423,   58,    0
101026,19580424,   60,    0
101026,19580425,   64,    0
101026,19580426,   78,    0
101026,19580427,   78,    0
101026,19580428,   75,    0
101026,19580429,   73,    0
101026,19580430,   81,    0
101026,19580501,   77,    0
101026,19580502,   67,    0
101026,19580503,   69,    0
101026,19580504,   69,    0
101026,19580505,   78,    0
101026,19580506,   89,    0
101026,19580507,   93,    0
101026,19580508,   88,    0
101026,19580509,   78,    0
101026,19580510,   80,    0
101026,19580511,   82,    0
101026,19580512,   81,    0
101026,19580513,   89,    0
101026,19580514,   78,    0
101026,19580515,   72,    0
101026,19580516,   58,    0
101026,19580517,   38,    0
101026,19580518,   56,    0
101026,19580519,   54,    0
101026,19580520,   72,    0
101026,19580521,   84,    0
101026,19580522,   74,    0
101026,19580523,   81,    0
101026,19580524,   84,    0
101026,19580525,   58,    0
101026,19580526,   47,    0
101026,19580527,   60,    0
101026,19580528,   70,    0
101026,19580529,   76,    0
101026,19580530,   75,    0
101026,19580531,   74,    0
101026,19580601,   72,    0
101026,19580602,   67,    0
101026,19580603,   50,    0
101026,19580604,   70,    0
101026,19580605,   77,    0
101026,19580606,   57,    0
101026,19580607,   64,    0
101026,19580608,   70,    0
101026,19580609,   70,    0
101026,19580610,   69,    0
101026,19580611,   68,    0
101026,19580612,   53,    0
101026,19580613,   69,    0
101026,19580614,   61,    0
101026,19580615,   69,    0
101026,19580616,   62,    0
101026,19580617,   72,    0
101026,19580618,   83,    0
101026,19580619,   90,    0
101026,19580620,   76,    0
101026,19580621,   79,    0
101026,19580622,   84,    0
101026,19580623,   83,    0
101026,19580624,   57,    0
101026,19580625,   80,    0
101026,19580626,   58,    0
101026,19580627,   55,    0
101026,19580628,   73,    0
101026,19580629,   82,    0
101026,19580630,   39,    0
101026,19580701,   46,    0
101026,19580702,   34,    0
101026,19580703,   48,    0
101026,19580704,   68,    0
101026,19580705,   76,    0
101026,19580706,   81,    0
101026,19580707,   74,    0
101026,19580708,   73,    0
101026,19580709,   80,    0
101026,19580710,   77,    0
101026,19580711,   73,    0
101026,19580712,   79,    0
101026,19580713,   83,    0
101026,19580714,   81,    0
101026,19580715,   84,    0
101026,19580716,   56,    0
101026,19580717,   62,    0
101026,19580718,   64,    0
101026,19580719,   77,    0
101026,19580720,   88,    0
101026,19580721,   79,    0
101026,19580722,   80,    0
101026,19580723,   61,    0
101026,19580724,   67,    0
101026,19580725,   80,    0
101026,19580726,   78,    0
101026,19580727,   77,    0
101026,19580728,   83,    0
101026,19580729,   87,    0
101026,19580730,   84,    0
101026,19580731,   72,    0
101026,19580801,   72,    0
101026,19580802,   78,    0
101026,19580803,   81,    0
101026,19580804,   77,    0
101026,19580805,   75,    0
101026,19580806,   78,    0
101026,19580807,   74,    0
101026,19580808,   82,    0
101026,19580809,   78,    0
101026,19580810,   84,    0
101026,19580811,   82,    0
101026,19580812,   69,    0
101026,19580813,   78,    0
101026,19580814,   78,    0
101026,19580815,   74,    0
101026,19580816,   78,    0
101026,19580817,   81,    0
101026,19580818,   84,    0
101026,19580819,   45,    0
101026,19580820,   57,    0
101026,19580821,   54,    0
101026,19580822,   53,    0
101026,19580823,   67,    0
101026,19580824,   84,    0
101026,19580825,   84,    0
101026,19580826,   80,    0
101026,19580827,   83,    0
101026,19580828,   84,    0
101026,19580829,   80,    0
101026,19580830,   77,    0
101026,19580831,   81,    0
101026,19580901,   74,    0
101026,19580902,   78,    0
101026,19580903,   87,    0
101026,19580904,   82,    0
101026,19580905,   85,    0
101026,19580906,   84,    0
101026,19580907,   85,    0
101026,19580908,   85,    0
101026,19580909,   79,    0
101026,19580910,   82,    0
101026,19580911,   89,    0
101026,19580912,   85,    0
101026,19580913,   86,    0
101026,19580914,   83,    0
101026,19580915,   86,    0
101026,19580916,   82,    0
101026,19580917,   79,    0
101026,19580918,   77,    0
101026,19580919,   82,    0
101026,19580920,   86,    0
101026,19580921,   81,    0
101026,19580922,   76,    0
101026,19580923,   81,    0
101026,19580924,   83,    0
101026,19580925,   86,    0
101026,19580926,   86,    0
101026,19580927,   84,    0
101026,19580928,   86,    0
101026,19580929,   87,    0
101026,19580930,   79,    0
101026,19581001,   58,    0
101026,19581002,   59,    0
101026,19581003,   78,    0
101026,19581004,   55,    0
101026,19581005,   50,    0
101026,19581006,   76,    0
101026,19581007,   70,    0
101026,19581008,   77,    0
101026,19581009,   88,    0
101026,19581010,   86,    0
101026,19581011,   83,    0
101026,19581012,   85,    0
101026,19581013,   83,    0
101026,19581014,   87,    0
101026,19581015,   76,    0
101026,19581016,   74,    0
101026,19581017,   80,    0
101026,19581018,   66,    0
101026,19581019,   62,    0
101026,19581020,   65,    0
101026,19581021,   73,    0
101026,19581022,   76,    0
101026,19581023,   82,    0
101026,19581024,   68,    0
101026,19581025,   76,    0
101026,19581026,   84,    0
101026,19581027,   89,    0
101026,19581028,   80,    0
101026,19581029,   86,    0
101026,19581030,   90,    0
101026,19581031,   93,    0
101026,19581101,   87,    0
101026,19581102,   84,    0
101026,19581103,   85,    0
101026,19581104,   83,    0
101026,19581105,   83,    0
101026,19581106,   87,    0
101026,19581107,   79,    0
101026,19581108,   68,    0
101026,19581109,   58,    0
101026,19581110,   68,    0
101026,19581111,   48,    0
101026,19581112,   49,    0
101026,19581113,   46,    0
101026,19581114,   54,    0
101026,19581115,   60,    0
101026,19581116,   77,    0
101026,19581117,   71,    0
101026,19581118,   90,    0
101026,19581119,   81,    0
101026,19581120,   76,    0
101026,19581121,   80,    0
101026,19581122,   80,    0
101026,19581123,   85,    0
101026,19581124,   89,    0
101026,19581125,   84,    0
101026,19581126,   82,    0
101026,19581127,   85,    0
101026,19581128,   92,    0
101026,19581129,   80,    0
101026,19581130,   92,    0
101026,19581201,   87,    0
101026,19581202,   90,    0
101026,19581203,   93,    0
101026,19581204,   92,    0
101026,19581205,   89,    0
101026,19581206,   93,    0
101026,19581207,   88,    0
101026,19581208,   81,    0
101026,19581209,   88,    0
101026,19581210,   76,    0
101026,19581211,   72,    0
101026,19581212,   66,    0
101026,19581213,   62,    0
101026,19581214,   61,    0
101026,19581215,   64,    0
101026,19581216,   58,    0
101026,19581217,   66,    0
101026,19581218,   76,    0
101026,19581219,   91,    0
101026,19581220,   69,    0
101026,19581221,   60,    0
101026,19581222,   79,    0
101026,19581223,   55,    0
101026,19581224,   56,    0
101026,19581225,   61,    0
101026,19581226,   63,    0
101026,19581227,   77,    0
101026,19581228,   74,    0
101026,19581229,   76,    0
101026,19581230,   82,    0
101026,19581231,   81,    0
101026,19590101,   85,    0
101026,19590102,   80,    0
101026,19590103,   58,    0
101026,19590104,   60,    0
101026,19590105,   64,    0
101026,19590106,   70,    0
101026,19590107,   64,    0
101026,19590108,   65,    0
101026,19590109,   81,    0
101026,19590110,   78,    0
101026,19590111,   90,    0
101026,19590112,   94,    0
101026,19590113,   76,    0
101026,19590114,   72,    0
101026,19590115,   64,    0
101026,19590116,   48,    0
101026,19590117,   65,    0
101026,19590118,   76,    0
101026,19590119,   84,    0
101026,19590120,   84,    0
101026,19590121,   77,    0
101026,19590122,   66,    0
101026,19590123,   64,    0
101026,19590124,   79,    0
101026,19590125,   81,    0
101026,19590126,   79,    0
101026,19590127,   80,    0
101026,19590128,   86,    0
101026,19590129,   92,    0
101026,19590130,   83,    0
101026,19590131,   84,    0
101026,19590201,   74,    0
101026,19590202,   85,    0
101026,19590203,   90,    0
101026,19590204,   80,    0
101026,19590205,   76,    0
101026,19590206,   84,    0
101026,19590207,   91,    0
101026,19590208,   83,    0
101026,19590209,   82,    0
101026,19590210,   78,    0
101026,19590211,   92,    0
101026,19590212,   78,    0
101026,19590213,   82,    0
101026,19590214,   90,    0
101026,19590215,   76,    0
101026,19590216,   77,    0
101026,19590217,   75,    0
101026,19590218,   82,    0
101026,19590219,   75,    0
101026,19590220,   67,    0
101026,19590221,   69,    0
101026,19590222,   78,    0
101026,19590223,   74,    0
101026,19590224,   84,    0
101026,19590225,   88,    0
101026,19590226,   92,    0
101026,19590227,   86,    0
101026,19590228,   88,    0
101026,19590301,   89,    0
101026,19590302,   81,    0
101026,19590303,   91,    0
101026,19590304,   72,    0
101026,19590305,   70,    0
101026,19590306,   88,    0
101026,19590307,   64,    0
101026,19590308,   72,    0
101026,19590309,   76,    0
101026,19590310,   70,    0
101026,19590311,   72,    0
101026,19590312,   58,    0
101026,19590313,   45,    0
101026,19590314,   58,    0
101026,19590315,   76,    0
101026,19590316,   74,    0
101026,19590317,   84,    0
101026,19590318,   83,    0
101026,19590319,   84,    0
101026,19590320,   86,    0
101026,19590321,   94,    0
101026,19590322,   92,    0
101026,19590323,   91,    0
101026,19590324,   87,    0
101026,19590325,   62,    0
101026,19590326,   61,    0
101026,19590327,   56,    0
101026,19590328,   55,    0
101026,19590329,   54,    0
101026,19590330,   47,    0
101026,19590331,   51,    0
101026,19590401,   50,    0
101026,19590402,   72,    0
101026,19590403,   75,    0
101026,19590404,   74,    0
101026,19590405,   78,    0
101026,19590406,   55,    0
101026,19590407,   64,    0
101026,19590408,   77,    0
101026,19590409,   58,    0
101026,19590410,   48,    0
101026,19590411,   57,    0
101026,19590412,   77,    0
101026,19590413,   80,    0
101026,19590414,   65,    0
101026,19590415,   56,    0
101026,19590416,   43,    0
101026,19590417,   40,    0
101026,19590418,   45,    0
101026,19590419,   43,    0
101026,19590420,   50,    0
101026,19590421,   50,    0
101026,19590422,   67,    0
101026,19590423,   73,    0
101026,19590424,   78,    0
101026,19590425,   68,    0
101026,19590426,   66,    0
101026,19590427,   73,    0
101026,19590428,   53,    0
101026,19590429,   67,    0
101026,19590430,   39,    0
101026,19590501,   48,    0
101026,19590502,   64,    0
101026,19590503,   70,    0
101026,19590504,   80,    0
101026,19590505,   74,    0
101026,19590506,   87,    0
101026,19590507,   90,    0
101026,19590508,   86,    0
101026,19590509,   82,    0
101026,19590510,   82,    0
101026,19590511,   85,    0
101026,19590512,   80,    0
101026,19590513,   75,    0
101026,19590514,   74,    0
101026,19590515,   82,    0
101026,19590516,   84,    0
101026,19590517,   80,    0
101026,19590518,   76,    0
101026,19590519,   81,    0
101026,19590520,   81,    0
101026,19590521,   82,    0
101026,19590522,   74,    0
101026,19590523,   63,    0
101026,19590524,   82,    0
101026,19590525,   77,    0
101026,19590526,   80,    0
101026,19590527,   78,    0
101026,19590528,   80,    0
101026,19590529,   83,    0
101026,19590530,   70,    0
101026,19590531,   78,    0
101026,19590601,   83,    0
101026,19590602,   80,    0
101026,19590603,   68,    0
101026,19590604,   78,    0
101026,19590605,   77,    0
101026,19590606,   88,    0
101026,19590607,   73,    0
101026,19590608,   64,    0
101026,19590609,   67,    0
101026,19590610,   72,    0
101026,19590611,   78,    0
101026,19590612,   78,    0
101026,19590613,   64,    0
101026,19590614,   70,    0
101026,19590615,   69,    0
101026,19590616,   74,    0
101026,19590617,   69,    0
101026,19590618,   76,    0
101026,19590619,   80,    0
101026,19590620,   78,    0
101026,19590621,   76,    0
101026,19590622,   78,    0
101026,19590623,   76,    0
101026,19590624,   67,    0
101026,19590625,   76,    0
101026,19590626,   74,    0
101026,19590627,   75,    0
101026,19590628,   77,    0
101026,19590629,   76,    0
101026,19590630,   55,    0
101026,19590701,   64,    0
101026,19590702,   68,    0
101026,19590703,   62,    0
101026,19590704,   74,    0
101026,19590705,   78,    0
101026,19590706,   82,    0
101026,19590707,   74,    0
