EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 01-01-2025
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 CC   : cloud cover in oktas
23-27 Q_CC : Quality code for CC (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station SPAIN, VALENCIA (STAID: 237).
Blended and updated with sources: 101025 908285 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   CC, Q_CC
101025,19480908,    0,    0
101025,19480909,    2,    0
101025,19480910,    6,    0
101025,19480911,    3,    0
101025,19480912,    1,    0
101025,19480913,    4,    0
101025,19480914,    3,    0
101025,19480915,    1,    0
101025,19480916,    1,    0
101025,19480917,    4,    0
101025,19480918,    5,    0
101025,19480919,    4,    0
101025,19480920,    0,    0
101025,19480921,    0,    0
101025,19480922,    3,    0
101025,19480923,    4,    0
101025,19480924,    5,    0
101025,19480925,    6,    0
101025,19480926,    2,    0
101025,19480927,    6,    0
101025,19480928,    5,    0
101025,19480929,    4,    0
101025,19480930,    2,    0
101025,19481001,    3,    0
101025,19481002,    5,    0
101025,19481003,    3,    0
101025,19481004,    4,    0
101025,19481005,    4,    0
101025,19481006,    4,    0
101025,19481007,    4,    0
101025,19481008,    8,    0
101025,19481009,    3,    0
101025,19481010,    2,    0
101025,19481011,    1,    0
101025,19481012,    1,    0
101025,19481013,    5,    0
101025,19481014,    4,    0
101025,19481015,    5,    0
101025,19481016,    6,    0
101025,19481017,    2,    0
101025,19481018,    4,    0
101025,19481019,    7,    0
101025,19481020,    8,    0
101025,19481021,    3,    0
101025,19481022,    7,    0
101025,19481023,    3,    0
101025,19481024,    3,    0
101025,19481025,    4,    0
101025,19481026,    7,    0
101025,19481027,    3,    0
101025,19481028,    6,    0
101025,19481029,    4,    0
101025,19481030,    5,    0
101025,19481031,    3,    0
101025,19481101,    0,    0
101025,19481102,    5,    0
101025,19481103,    7,    0
101025,19481104,    5,    0
101025,19481105,    7,    0
101025,19481106,    4,    0
101025,19481107,    6,    0
101025,19481108,    2,    0
101025,19481109,    0,    0
101025,19481110,    0,    0
101025,19481111,    0,    0
101025,19481112,    0,    0
101025,19481113,    0,    0
101025,19481114,    0,    0
101025,19481115,    1,    0
101025,19481116,    3,    0
101025,19481117,    2,    0
101025,19481118,    1,    0
101025,19481119,    1,    0
101025,19481120,    4,    0
101025,19481121,    6,    0
101025,19481122,    1,    0
101025,19481123,    8,    0
101025,19481124,    6,    0
101025,19481125,    0,    0
101025,19481126,    2,    0
101025,19481127,    2,    0
101025,19481128,    3,    0
101025,19481129,    3,    0
101025,19481130,    0,    0
101025,19481201,    2,    0
101025,19481202,    0,    0
101025,19481203,    5,    0
101025,19481204,    1,    0
101025,19481205,    2,    0
101025,19481206,    1,    0
101025,19481207,    3,    0
101025,19481208,    6,    0
101025,19481209,    3,    0
101025,19481210,    1,    0
101025,19481211,    5,    0
101025,19481212,    4,    0
101025,19481213,    1,    0
101025,19481214,    3,    0
101025,19481215,    1,    0
101025,19481216,    8,    0
101025,19481217,    0,    0
101025,19481218,    5,    0
101025,19481219,    7,    0
101025,19481220,    0,    0
101025,19481221,    7,    0
101025,19481222,    7,    0
101025,19481223,    8,    0
101025,19481224,    7,    0
101025,19481225,    7,    0
101025,19481226,    6,    0
101025,19481227,    5,    0
101025,19481228,    5,    0
101025,19481229,    3,    0
101025,19481230,    5,    0
101025,19481231,    4,    0
101025,19490101,    5,    0
101025,19490102,    4,    0
101025,19490103,    0,    0
101025,19490104,    5,    0
101025,19490105,    3,    0
101025,19490106,    3,    0
101025,19490107,    2,    0
101025,19490108,    0,    0
101025,19490109,    8,    0
101025,19490110,    8,    0
101025,19490111,    8,    0
101025,19490112,    0,    0
101025,19490113,    0,    0
101025,19490114,    3,    0
101025,19490115,    1,    0
101025,19490116,    0,    0
101025,19490117,    0,    0
101025,19490118,    0,    0
101025,19490119,    1,    0
101025,19490120,    3,    0
101025,19490121,    6,    0
101025,19490122,    5,    0
101025,19490123,    8,    0
101025,19490124,    7,    0
101025,19490125,    8,    0
101025,19490126,    7,    0
101025,19490127,    8,    0
101025,19490128,    7,    0
101025,19490129,    7,    0
101025,19490130,    3,    0
101025,19490131,    0,    0
101025,19490201,    0,    0
101025,19490202,    0,    0
101025,19490203,    7,    0
101025,19490204,    6,    0
101025,19490205,    0,    0
101025,19490206,    0,    0
101025,19490207,    1,    0
101025,19490208,    7,    0
101025,19490209,    4,    0
101025,19490210,    5,    0
101025,19490211,    6,    0
101025,19490212,    4,    0
101025,19490213,    6,    0
101025,19490214,    3,    0
101025,19490215,    8,    0
101025,19490216,    8,    0
101025,19490217,    8,    0
101025,19490218,    2,    0
101025,19490219,    2,    0
101025,19490220,    4,    0
101025,19490221,    1,    0
101025,19490222,    1,    0
101025,19490223,    1,    0
101025,19490224,    0,    0
101025,19490225,    0,    0
101025,19490226,    0,    0
101025,19490227,    2,    0
101025,19490228,    1,    0
101025,19490301,    0,    0
101025,19490302,    1,    0
101025,19490303,    1,    0
101025,19490304,    0,    0
101025,19490305,    4,    0
101025,19490306,    8,    0
101025,19490307,    6,    0
101025,19490308,    5,    0
101025,19490309,    7,    0
101025,19490310,    8,    0
101025,19490311,    7,    0
101025,19490312,    8,    0
101025,19490313,    0,    0
101025,19490314,    0,    0
101025,19490315,    8,    0
101025,19490316,    8,    0
101025,19490317,    3,    0
101025,19490318,    1,    0
101025,19490319,    3,    0
101025,19490320,    1,    0
101025,19490321,    2,    0
101025,19490322,    4,    0
101025,19490323,    8,    0
101025,19490324,    8,    0
101025,19490325,    8,    0
101025,19490326,    8,    0
101025,19490327,    8,    0
101025,19490328,    8,    0
101025,19490329,    8,    0
101025,19490330,    8,    0
101025,19490331,    6,    0
101025,19490401,    5,    0
101025,19490402,    4,    0
101025,19490403,    3,    0
101025,19490404,    2,    0
101025,19490405,    2,    0
101025,19490406,    2,    0
101025,19490407,    4,    0
101025,19490408,    5,    0
101025,19490409,    4,    0
101025,19490410,    6,    0
101025,19490411,    6,    0
101025,19490412,    2,    0
101025,19490413,    1,    0
101025,19490414,    4,    0
101025,19490415,    7,    0
101025,19490416,    6,    0
101025,19490417,    7,    0
101025,19490418,    8,    0
101025,19490419,    3,    0
101025,19490420,    7,    0
101025,19490421,    8,    0
101025,19490422,    8,    0
101025,19490423,    6,    0
101025,19490424,    7,    0
101025,19490425,    5,    0
101025,19490426,    3,    0
101025,19490427,    7,    0
101025,19490428,    8,    0
101025,19490429,    8,    0
101025,19490430,    8,    0
101025,19490501,    3,    0
101025,19490502,    3,    0
101025,19490503,    3,    0
101025,19490504,    3,    0
101025,19490505,    6,    0
101025,19490506,    5,    0
101025,19490507,    7,    0
101025,19490508,    3,    0
101025,19490509,    4,    0
101025,19490510,    7,    0
101025,19490511,    8,    0
101025,19490512,    7,    0
101025,19490513,    0,    0
101025,19490514,    0,    0
101025,19490515,    7,    0
101025,19490516,    8,    0
101025,19490517,    6,    0
101025,19490518,    4,    0
101025,19490519,    0,    0
101025,19490520,    1,    0
101025,19490521,    2,    0
101025,19490522,    5,    0
101025,19490523,    8,    0
101025,19490524,    8,    0
101025,19490525,    7,    0
101025,19490526,    7,    0
101025,19490527,    7,    0
101025,19490528,    8,    0
101025,19490529,    6,    0
101025,19490530,    0,    0
101025,19490531,    4,    0
101025,19490601,    7,    0
101025,19490602,    2,    0
101025,19490603,    5,    0
101025,19490604,    0,    0
101025,19490605,    3,    0
101025,19490606,    6,    0
101025,19490607,    7,    0
101025,19490608,    8,    0
101025,19490609,    4,    0
101025,19490610,    8,    0
101025,19490611,    3,    0
101025,19490612,    2,    0
101025,19490613,    1,    0
101025,19490614,    4,    0
101025,19490615,    6,    0
101025,19490616,    1,    0
101025,19490617,    5,    0
101025,19490618,    7,    0
101025,19490619,    6,    0
101025,19490620,    4,    0
101025,19490621,-9999,    9
101025,19490622,-9999,    9
101025,19490623,-9999,    9
101025,19490624,-9999,    9
101025,19490625,-9999,    9
101025,19490626,-9999,    9
101025,19490627,-9999,    9
101025,19490628,-9999,    9
101025,19490629,-9999,    9
101025,19490630,-9999,    9
101025,19490701,    1,    0
101025,19490702,    1,    0
101025,19490703,    0,    0
101025,19490704,    3,    0
101025,19490705,    3,    0
101025,19490706,    3,    0
101025,19490707,    2,    0
101025,19490708,    0,    0
101025,19490709,    5,    0
101025,19490710,    2,    0
101025,19490711,    1,    0
101025,19490712,    0,    0
101025,19490713,    0,    0
101025,19490714,    0,    0
101025,19490715,    0,    0
101025,19490716,    1,    0
101025,19490717,    3,    0
101025,19490718,    1,    0
101025,19490719,    1,    0
101025,19490720,    1,    0
101025,19490721,    1,    0
101025,19490722,    3,    0
101025,19490723,    1,    0
101025,19490724,    6,    0
101025,19490725,    1,    0
101025,19490726,    3,    0
101025,19490727,    1,    0
101025,19490728,    1,    0
101025,19490729,    0,    0
101025,19490730,    2,    0
101025,19490731,    3,    0
101025,19490801,    1,    0
101025,19490802,    0,    0
101025,19490803,    3,    0
101025,19490804,    2,    0
101025,19490805,    2,    0
101025,19490806,    2,    0
101025,19490807,    3,    0
101025,19490808,    4,    0
101025,19490809,    0,    0
101025,19490810,    1,    0
101025,19490811,    4,    0
101025,19490812,    2,    0
101025,19490813,    3,    0
101025,19490814,    2,    0
101025,19490815,    0,    0
101025,19490816,    1,    0
101025,19490817,    2,    0
101025,19490818,    1,    0
101025,19490819,    3,    0
101025,19490820,    8,    0
101025,19490821,-9999,    9
101025,19490822,-9999,    9
101025,19490823,-9999,    9
101025,19490824,-9999,    9
101025,19490825,-9999,    9
101025,19490826,-9999,    9
101025,19490827,-9999,    9
101025,19490828,-9999,    9
101025,19490829,-9999,    9
101025,19490830,-9999,    9
101025,19490831,-9999,    9
101025,19490901,    4,    0
101025,19490902,    4,    0
101025,19490903,    2,    0
101025,19490904,    2,    0
101025,19490905,    5,    0
101025,19490906,    4,    0
101025,19490907,    8,    0
101025,19490908,    8,    0
101025,19490909,    5,    0
101025,19490910,    6,    0
101025,19490911,    6,    0
101025,19490912,    7,    0
101025,19490913,    8,    0
101025,19490914,    3,    0
101025,19490915,    4,    0
101025,19490916,    7,    0
101025,19490917,    8,    0
101025,19490918,    1,    0
101025,19490919,    1,    0
101025,19490920,    6,    0
101025,19490921,    1,    0
101025,19490922,    8,    0
101025,19490923,    8,    0
101025,19490924,    6,    0
101025,19490925,    4,    0
101025,19490926,    6,    0
101025,19490927,    8,    0
101025,19490928,    8,    0
101025,19490929,    6,    0
101025,19490930,    7,    0
101025,19491001,    4,    0
101025,19491002,    7,    0
101025,19491003,    8,    0
101025,19491004,    6,    0
101025,19491005,    7,    0
101025,19491006,    6,    0
101025,19491007,    7,    0
101025,19491008,    1,    0
101025,19491009,    5,    0
101025,19491010,    3,    0
101025,19491011,    0,    0
101025,19491012,    3,    0
101025,19491013,    5,    0
101025,19491014,    6,    0
101025,19491015,    1,    0
101025,19491016,    0,    0
101025,19491017,    4,    0
101025,19491018,    4,    0
101025,19491019,    0,    0
101025,19491020,    8,    0
101025,19491021,    7,    0
101025,19491022,    5,    0
101025,19491023,    3,    0
101025,19491024,    2,    0
101025,19491025,    3,    0
101025,19491026,    3,    0
101025,19491027,    0,    0
101025,19491028,    0,    0
101025,19491029,    2,    0
101025,19491030,    1,    0
101025,19491031,    5,    0
101025,19491101,    2,    0
101025,19491102,    6,    0
101025,19491103,    3,    0
101025,19491104,    0,    0
101025,19491105,    5,    0
101025,19491106,    6,    0
101025,19491107,    3,    0
101025,19491108,    1,    0
101025,19491109,    1,    0
101025,19491110,    3,    0
101025,19491111,    2,    0
101025,19491112,    1,    0
101025,19491113,    5,    0
101025,19491114,    6,    0
101025,19491115,    5,    0
101025,19491116,    0,    0
101025,19491117,    7,    0
101025,19491118,    7,    0
101025,19491119,    8,    0
101025,19491120,    2,    0
101025,19491121,    7,    0
101025,19491122,    4,    0
101025,19491123,    5,    0
101025,19491124,    4,    0
101025,19491125,    4,    0
101025,19491126,    6,    0
101025,19491127,    7,    0
101025,19491128,    4,    0
101025,19491129,    7,    0
101025,19491130,    5,    0
101025,19491201,    8,    0
101025,19491202,    8,    0
101025,19491203,    5,    0
101025,19491204,    0,    0
101025,19491205,    0,    0
101025,19491206,    0,    0
101025,19491207,    6,    0
101025,19491208,    8,    0
101025,19491209,    2,    0
101025,19491210,    1,    0
101025,19491211,    2,    0
101025,19491212,    3,    0
101025,19491213,    8,    0
101025,19491214,    8,    0
101025,19491215,    4,    0
101025,19491216,    5,    0
101025,19491217,    3,    0
101025,19491218,    6,    0
101025,19491219,    6,    0
101025,19491220,    8,    0
101025,19491221,    8,    0
101025,19491222,    8,    0
101025,19491223,    8,    0
101025,19491224,    8,    0
101025,19491225,    7,    0
101025,19491226,    8,    0
101025,19491227,    7,    0
101025,19491228,    5,    0
101025,19491229,    8,    0
101025,19491230,    8,    0
101025,19491231,    8,    0
101025,19500101,    8,    0
101025,19500102,    0,    0
101025,19500103,    4,    0
101025,19500104,    4,    0
101025,19500105,    1,    0
101025,19500106,    1,    0
101025,19500107,    5,    0
101025,19500108,    8,    0
101025,19500109,    8,    0
101025,19500110,    8,    0
101025,19500111,    1,    0
101025,19500112,    0,    0
101025,19500113,    1,    0
101025,19500114,    2,    0
101025,19500115,    0,    0
101025,19500116,    1,    0
101025,19500117,    1,    0
101025,19500118,    1,    0
101025,19500119,    3,    0
101025,19500120,    6,    0
101025,19500121,    8,    0
101025,19500122,    8,    0
101025,19500123,    5,    0
101025,19500124,    5,    0
101025,19500125,    6,    0
101025,19500126,    8,    0
101025,19500127,    8,    0
101025,19500128,    0,    0
101025,19500129,    4,    0
101025,19500130,    2,    0
101025,19500131,    7,    0
101025,19500201,    5,    0
101025,19500202,    4,    0
101025,19500203,    7,    0
101025,19500204,    5,    0
101025,19500205,    8,    0
101025,19500206,    2,    0
101025,19500207,    5,    0
101025,19500208,    5,    0
101025,19500209,    2,    0
101025,19500210,    0,    0
101025,19500211,    0,    0
101025,19500212,    1,    0
101025,19500213,    7,    0
101025,19500214,    2,    0
101025,19500215,    1,    0
101025,19500216,    0,    0
101025,19500217,    0,    0
101025,19500218,    0,    0
101025,19500219,    0,    0
101025,19500220,    5,    0
101025,19500221,    3,    0
101025,19500222,    2,    0
101025,19500223,    6,    0
101025,19500224,    7,    0
101025,19500225,    5,    0
101025,19500226,    2,    0
101025,19500227,    7,    0
101025,19500228,    7,    0
101025,19500301,    1,    0
101025,19500302,    0,    0
101025,19500303,    0,    0
101025,19500304,    5,    0
101025,19500305,    0,    0
101025,19500306,    0,    0
101025,19500307,    1,    0
101025,19500308,    0,    0
101025,19500309,    0,    0
101025,19500310,    5,    0
101025,19500311,    0,    0
101025,19500312,    0,    0
101025,19500313,    3,    0
101025,19500314,    1,    0
101025,19500315,    6,    0
101025,19500316,    1,    0
101025,19500317,    5,    0
101025,19500318,    6,    0
101025,19500319,    2,    0
101025,19500320,    6,    0
101025,19500321,    6,    0
101025,19500322,    5,    0
101025,19500323,    2,    0
101025,19500324,    0,    0
101025,19500325,    5,    0
101025,19500326,    0,    0
101025,19500327,    4,    0
101025,19500328,    8,    0
101025,19500329,    6,    0
101025,19500330,    4,    0
101025,19500331,    3,    0
101025,19500401,    0,    0
101025,19500402,    3,    0
101025,19500403,    6,    0
101025,19500404,    3,    0
101025,19500405,    1,    0
101025,19500406,    3,    0
101025,19500407,    1,    0
101025,19500408,    0,    0
101025,19500409,    2,    0
101025,19500410,    0,    0
101025,19500411,    6,    0
101025,19500412,    8,    0
101025,19500413,    6,    0
101025,19500414,    3,    0
101025,19500415,    5,    0
101025,19500416,    3,    0
101025,19500417,    3,    0
101025,19500418,    8,    0
101025,19500419,    5,    0
101025,19500420,    6,    0
101025,19500421,    7,    0
101025,19500422,    3,    0
101025,19500423,    5,    0
101025,19500424,    2,    0
101025,19500425,    2,    0
101025,19500426,    7,    0
101025,19500427,    5,    0
101025,19500428,    2,    0
101025,19500429,    1,    0
101025,19500430,    0,    0
101025,19500501,    0,    0
101025,19500502,    0,    0
101025,19500503,    0,    0
101025,19500504,    0,    0
101025,19500505,    5,    0
101025,19500506,    8,    0
101025,19500507,    7,    0
101025,19500508,    8,    0
101025,19500509,    8,    0
101025,19500510,    7,    0
101025,19500511,    6,    0
101025,19500512,    8,    0
101025,19500513,    4,    0
101025,19500514,    6,    0
101025,19500515,    8,    0
101025,19500516,    5,    0
101025,19500517,    6,    0
101025,19500518,    1,    0
101025,19500519,    3,    0
101025,19500520,    4,    0
101025,19500521,    7,    0
101025,19500522,    2,    0
101025,19500523,    2,    0
101025,19500524,    6,    0
101025,19500525,    1,    0
101025,19500526,    1,    0
101025,19500527,    1,    0
101025,19500528,    1,    0
101025,19500529,    6,    0
101025,19500530,    8,    0
101025,19500531,    7,    0
101025,19500601,    5,    0
101025,19500602,    3,    0
101025,19500603,    1,    0
101025,19500604,    0,    0
101025,19500605,    2,    0
101025,19500606,    3,    0
101025,19500607,    6,    0
101025,19500608,    8,    0
101025,19500609,    7,    0
101025,19500610,    5,    0
101025,19500611,    1,    0
101025,19500612,    2,    0
101025,19500613,    3,    0
101025,19500614,    0,    0
101025,19500615,    3,    0
101025,19500616,    3,    0
101025,19500617,    2,    0
101025,19500618,    0,    0
101025,19500619,    2,    0
101025,19500620,    5,    0
101025,19500621,-9999,    9
101025,19500622,-9999,    9
101025,19500623,-9999,    9
101025,19500624,-9999,    9
101025,19500625,-9999,    9
101025,19500626,-9999,    9
101025,19500627,-9999,    9
101025,19500628,-9999,    9
101025,19500629,-9999,    9
101025,19500630,-9999,    9
101025,19500701,    0,    0
101025,19500702,    5,    0
101025,19500703,    4,    0
101025,19500704,    8,    0
101025,19500705,    1,    0
101025,19500706,    0,    0
101025,19500707,    0,    0
101025,19500708,    1,    0
101025,19500709,    0,    0
101025,19500710,    0,    0
101025,19500711,    0,    0
101025,19500712,    2,    0
101025,19500713,    1,    0
101025,19500714,    0,    0
101025,19500715,    4,    0
101025,19500716,    0,    0
101025,19500717,    4,    0
101025,19500718,    5,    0
101025,19500719,    0,    0
101025,19500720,    3,    0
101025,19500721,    5,    0
101025,19500722,    1,    0
101025,19500723,    0,    0
101025,19500724,    2,    0
101025,19500725,    0,    0
101025,19500726,    0,    0
101025,19500727,    1,    0
101025,19500728,    4,    0
101025,19500729,    4,    0
101025,19500730,    0,    0
101025,19500731,    0,    0
101025,19500801,    5,    0
101025,19500802,    0,    0
101025,19500803,    8,    0
101025,19500804,    8,    0
101025,19500805,    4,    0
101025,19500806,    1,    0
101025,19500807,    5,    0
101025,19500808,    1,    0
101025,19500809,    4,    0
101025,19500810,    4,    0
101025,19500811,    7,    0
101025,19500812,    6,    0
101025,19500813,    4,    0
101025,19500814,    8,    0
101025,19500815,    1,    0
101025,19500816,    1,    0
101025,19500817,    2,    0
101025,19500818,    5,    0
101025,19500819,    4,    0
101025,19500820,    3,    0
101025,19500821,    5,    0
101025,19500822,    6,    0
101025,19500823,    5,    0
101025,19500824,    3,    0
101025,19500825,    4,    0
101025,19500826,    0,    0
101025,19500827,    1,    0
101025,19500828,    7,    0
101025,19500829,    2,    0
101025,19500830,    2,    0
101025,19500831,    2,    0
101025,19500901,    0,    0
101025,19500902,    0,    0
101025,19500903,    2,    0
101025,19500904,    2,    0
101025,19500905,    5,    0
101025,19500906,    7,    0
101025,19500907,    2,    0
101025,19500908,    2,    0
101025,19500909,    2,    0
101025,19500910,    5,    0
101025,19500911,    5,    0
101025,19500912,    8,    0
101025,19500913,    3,    0
101025,19500914,    4,    0
101025,19500915,    6,    0
101025,19500916,    2,    0
101025,19500917,    1,    0
101025,19500918,    2,    0
101025,19500919,    2,    0
101025,19500920,    5,    0
101025,19500921,    4,    0
101025,19500922,    8,    0
101025,19500923,    6,    0
101025,19500924,    1,    0
101025,19500925,    7,    0
101025,19500926,    7,    0
101025,19500927,    6,    0
101025,19500928,    8,    0
101025,19500929,    8,    0
101025,19500930,    6,    0
101025,19501001,    4,    0
101025,19501002,    5,    0
101025,19501003,    4,    0
101025,19501004,    2,    0
101025,19501005,    5,    0
101025,19501006,    6,    0
101025,19501007,    4,    0
101025,19501008,    1,    0
101025,19501009,    3,    0
101025,19501010,    4,    0
101025,19501011,    3,    0
101025,19501012,    0,    0
101025,19501013,    0,    0
101025,19501014,    2,    0
101025,19501015,    8,    0
101025,19501016,    8,    0
101025,19501017,    8,    0
101025,19501018,    1,    0
101025,19501019,    1,    0
101025,19501020,    5,    0
101025,19501021,    6,    0
101025,19501022,    7,    0
101025,19501023,    6,    0
101025,19501024,    2,    0
101025,19501025,    3,    0
101025,19501026,    2,    0
101025,19501027,    2,    0
101025,19501028,    3,    0
101025,19501029,    7,    0
101025,19501030,    2,    0
101025,19501031,    4,    0
101025,19501101,    6,    0
101025,19501102,    3,    0
101025,19501103,    6,    0
101025,19501104,    7,    0
101025,19501105,    2,    0
101025,19501106,    5,    0
101025,19501107,    7,    0
101025,19501108,    1,    0
101025,19501109,    1,    0
101025,19501110,    8,    0
101025,19501111,    8,    0
101025,19501112,    1,    0
101025,19501113,    7,    0
101025,19501114,    4,    0
101025,19501115,    3,    0
101025,19501116,    1,    0
101025,19501117,    1,    0
101025,19501118,    5,    0
101025,19501119,    5,    0
101025,19501120,    1,    0
101025,19501121,    6,    0
101025,19501122,    7,    0
101025,19501123,    4,    0
101025,19501124,    2,    0
101025,19501125,    2,    0
101025,19501126,    6,    0
101025,19501127,    5,    0
101025,19501128,    8,    0
101025,19501129,    6,    0
101025,19501130,    0,    0
101025,19501201,    0,    0
101025,19501202,    3,    0
101025,19501203,    5,    0
101025,19501204,    8,    0
101025,19501205,    8,    0
101025,19501206,    5,    0
101025,19501207,    8,    0
101025,19501208,    4,    0
101025,19501209,    0,    0
101025,19501210,    2,    0
101025,19501211,    4,    0
101025,19501212,    3,    0
101025,19501213,    6,    0
101025,19501214,    3,    0
101025,19501215,    4,    0
101025,19501216,    3,    0
101025,19501217,    3,    0
101025,19501218,    0,    0
101025,19501219,    7,    0
101025,19501220,    3,    0
101025,19501221,    7,    0
101025,19501222,    5,    0
101025,19501223,    6,    0
101025,19501224,    2,    0
101025,19501225,    3,    0
101025,19501226,    4,    0
101025,19501227,    2,    0
101025,19501228,    1,    0
101025,19501229,    1,    0
101025,19501230,    1,    0
101025,19501231,    1,    0
101025,19510101,    6,    0
101025,19510102,    8,    0
101025,19510103,    1,    0
101025,19510104,    0,    0
101025,19510105,    1,    0
101025,19510106,    4,    0
101025,19510107,    4,    0
101025,19510108,    2,    0
101025,19510109,    8,    0
101025,19510110,    8,    0
101025,19510111,    3,    0
101025,19510112,    1,    0
101025,19510113,    5,    0
101025,19510114,    5,    0
101025,19510115,    2,    0
101025,19510116,    1,    0
101025,19510117,    2,    0
101025,19510118,    2,    0
101025,19510119,    5,    0
101025,19510120,    1,    0
101025,19510121,    0,    0
101025,19510122,    0,    0
101025,19510123,    3,    0
101025,19510124,    7,    0
101025,19510125,    5,    0
101025,19510126,    6,    0
101025,19510127,    7,    0
101025,19510128,    7,    0
101025,19510129,    1,    0
101025,19510130,    0,    0
101025,19510131,    8,    0
101025,19510201,    3,    0
101025,19510202,    2,    0
101025,19510203,    6,    0
101025,19510204,    6,    0
101025,19510205,    7,    0
101025,19510206,    4,    0
101025,19510207,    6,    0
101025,19510208,    6,    0
101025,19510209,    4,    0
101025,19510210,    7,    0
101025,19510211,    3,    0
101025,19510212,    6,    0
101025,19510213,    2,    0
101025,19510214,    4,    0
101025,19510215,    7,    0
101025,19510216,    1,    0
101025,19510217,    3,    0
101025,19510218,    6,    0
101025,19510219,    2,    0
101025,19510220,    7,    0
101025,19510221,    7,    0
101025,19510222,    6,    0
101025,19510223,    7,    0
101025,19510224,    4,    0
101025,19510225,    2,    0
101025,19510226,    1,    0
101025,19510227,    1,    0
101025,19510228,    3,    0
101025,19510301,    3,    0
101025,19510302,    0,    0
101025,19510303,    4,    0
101025,19510304,    8,    0
101025,19510305,    8,    0
101025,19510306,    8,    0
101025,19510307,    5,    0
101025,19510308,    3,    0
101025,19510309,    2,    0
101025,19510310,    8,    0
101025,19510311,    4,    0
101025,19510312,    6,    0
101025,19510313,    7,    0
101025,19510314,    5,    0
101025,19510315,    7,    0
101025,19510316,    8,    0
101025,19510317,    7,    0
101025,19510318,    4,    0
101025,19510319,    3,    0
101025,19510320,    2,    0
101025,19510321,    4,    0
101025,19510322,    4,    0
101025,19510323,    3,    0
101025,19510324,    1,    0
101025,19510325,    5,    0
101025,19510326,    0,    0
101025,19510327,    3,    0
101025,19510328,    5,    0
101025,19510329,    7,    0
101025,19510330,    6,    0
101025,19510331,    0,    0
101025,19510401,    0,    0
101025,19510402,    2,    0
101025,19510403,    2,    0
101025,19510404,    3,    0
101025,19510405,    7,    0
101025,19510406,    5,    0
101025,19510407,    3,    0
101025,19510408,    3,    0
101025,19510409,    0,    0
101025,19510410,    7,    0
101025,19510411,    6,    0
101025,19510412,    0,    0
101025,19510413,    3,    0
101025,19510414,    1,    0
101025,19510415,    3,    0
101025,19510416,    7,    0
101025,19510417,    8,    0
101025,19510418,    4,    0
101025,19510419,    6,    0
101025,19510420,    5,    0
101025,19510421,    0,    0
101025,19510422,    2,    0
101025,19510423,    2,    0
101025,19510424,    3,    0
101025,19510425,    7,    0
101025,19510426,    5,    0
101025,19510427,    3,    0
101025,19510428,    3,    0
101025,19510429,    0,    0
101025,19510430,    7,    0
101025,19510501,    8,    0
101025,19510502,    8,    0
101025,19510503,    3,    0
101025,19510504,    2,    0
101025,19510505,    2,    0
101025,19510506,    6,    0
101025,19510507,    4,    0
101025,19510508,    5,    0
101025,19510509,    6,    0
101025,19510510,    8,    0
101025,19510511,    8,    0
101025,19510512,    8,    0
101025,19510513,    1,    0
101025,19510514,    1,    0
101025,19510515,    0,    0
101025,19510516,    0,    0
101025,19510517,    1,    0
101025,19510518,    6,    0
101025,19510519,    1,    0
101025,19510520,    7,    0
101025,19510521,    7,    0
101025,19510522,    4,    0
101025,19510523,    6,    0
101025,19510524,    6,    0
101025,19510525,    8,    0
101025,19510526,    7,    0
101025,19510527,    7,    0
101025,19510528,    4,    0
101025,19510529,    8,    0
101025,19510530,    3,    0
101025,19510531,    2,    0
101025,19510601,    3,    0
101025,19510602,    2,    0
101025,19510603,    8,    0
101025,19510604,    6,    0
101025,19510605,    6,    0
101025,19510606,    4,    0
101025,19510607,    5,    0
101025,19510608,    4,    0
101025,19510609,    5,    0
101025,19510610,    4,    0
101025,19510611,    0,    0
101025,19510612,    0,    0
101025,19510613,    1,    0
101025,19510614,    0,    0
101025,19510615,    2,    0
101025,19510616,    3,    0
101025,19510617,    2,    0
101025,19510618,    6,    0
101025,19510619,    6,    0
101025,19510620,    5,    0
101025,19510621,    8,    0
101025,19510622,    2,    0
101025,19510623,    3,    0
101025,19510624,    6,    0
101025,19510625,    6,    0
101025,19510626,    1,    0
101025,19510627,    1,    0
101025,19510628,    0,    0
101025,19510629,    2,    0
101025,19510630,    6,    0
101025,19510701,    5,    0
101025,19510702,    1,    0
101025,19510703,    2,    0
101025,19510704,    5,    0
101025,19510705,    4,    0
101025,19510706,    3,    0
101025,19510707,    2,    0
101025,19510708,    3,    0
101025,19510709,    2,    0
101025,19510710,    0,    0
101025,19510711,    1,    0
101025,19510712,    4,    0
101025,19510713,    5,    0
101025,19510714,    0,    0
101025,19510715,    2,    0
101025,19510716,    1,    0
101025,19510717,    5,    0
